epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,1205.45,0.6578,1.20335,0.77063,0.88962,0.23672,0.25285,0.20736,0.17439,0.23373,0.24922,0.20356,0.16245,1.06895,2.15267,2.8286,1.11253,8.25568e-05,8.25568e-05,8.25568e-05
101,1217.5,0.6262,1.17299,0.71449,0.88301,0.28759,0.24203,0.20777,0.17082,0.28603,0.24048,0.20344,0.16257,1.08274,2.18266,2.84597,1.12711,8.1305e-05,8.1305e-05,8.1305e-05
102,1229.46,0.65317,1.21278,0.76717,0.87757,0.37281,0.23201,0.21603,0.18047,0.35318,0.23643,0.21397,0.16772,1.07338,2.14958,2.82776,1.11827,8.00532e-05,8.00532e-05,8.00532e-05
103,1241.33,0.64073,1.19677,0.73554,0.87664,0.3387,0.25417,0.21138,0.17429,0.3376,0.25292,0.20858,0.16443,1.08072,2.1381,2.88039,1.12128,7.88017e-05,7.88017e-05,7.88017e-05
104,1253.25,0.64069,1.17258,0.74427,0.88041,0.45342,0.1841,0.20818,0.17657,0.45026,0.18388,0.20633,0.16474,1.0809,2.13779,2.91153,1.11676,7.75509e-05,7.75509e-05,7.75509e-05
105,1265.13,0.62585,1.13874,0.73913,0.88025,0.44307,0.20323,0.21234,0.17466,0.43636,0.2016,0.20963,0.16588,1.07397,2.11272,2.80803,1.10898,7.63009e-05,7.63009e-05,7.63009e-05
106,1277.05,0.63563,1.16205,0.73008,0.87755,0.4183,0.21592,0.19909,0.16091,0.41502,0.21613,0.19726,0.15179,1.08008,2.15604,2.84627,1.11852,7.50522e-05,7.50522e-05,7.50522e-05
107,1288.97,0.62591,1.14193,0.74864,0.8671,0.42931,0.21988,0.18757,0.14988,0.42717,0.21903,0.18459,0.13916,1.07692,2.16958,2.82266,1.11532,7.3805e-05,7.3805e-05,7.3805e-05
108,1300.85,0.62855,1.15273,0.73613,0.87632,0.47042,0.19343,0.21551,0.17899,0.46554,0.19192,0.21311,0.16614,1.07006,2.18014,2.82426,1.11,7.25597e-05,7.25597e-05,7.25597e-05
109,1312.89,0.62881,1.14247,0.72402,0.87707,0.3622,0.22867,0.20272,0.16874,0.36225,0.22935,0.20105,0.16036,1.06878,2.16272,2.81242,1.11281,7.13166e-05,7.13166e-05,7.13166e-05
110,1324.74,0.66018,1.19569,0.78691,0.89146,0.4254,0.2037,0.19793,0.16145,0.43372,0.20053,0.19526,0.15025,1.08444,2.13492,2.79119,1.11892,7.00759e-05,7.00759e-05,7.00759e-05
111,1336.64,0.6217,1.14075,0.7324,0.88115,0.41581,0.20885,0.20503,0.17299,0.41283,0.20695,0.20204,0.16112,1.0798,2.15762,2.82453,1.11433,6.8838e-05,6.8838e-05,6.8838e-05
112,1348.54,0.63585,1.21488,0.74861,0.88012,0.41175,0.22373,0.20548,0.17005,0.41124,0.22169,0.20048,0.15729,1.07355,2.16181,2.80941,1.11291,6.76031e-05,6.76031e-05,6.76031e-05
113,1360.48,0.62791,1.18203,0.73886,0.88085,0.40418,0.22478,0.19476,0.1641,0.39855,0.22128,0.19052,0.14997,1.08165,2.17977,2.86523,1.11134,6.63716e-05,6.63716e-05,6.63716e-05
114,1372.45,0.62357,1.15625,0.71575,0.87896,0.43953,0.184,0.19374,0.16489,0.4355,0.1836,0.19086,0.15076,1.06133,2.18402,2.80967,1.10965,6.51439e-05,6.51439e-05,6.51439e-05
115,1384.37,0.62498,1.1822,0.70339,0.87459,0.42354,0.18183,0.20504,0.17721,0.41866,0.18052,0.20203,0.16458,1.05233,2.17675,2.86112,1.10236,6.39201e-05,6.39201e-05,6.39201e-05
116,1396.15,0.59892,1.07586,0.67686,0.86269,0.47002,0.18211,0.19683,0.16918,0.46638,0.18122,0.19402,0.1561,1.06868,2.18055,2.8952,1.11516,6.27006e-05,6.27006e-05,6.27006e-05
117,1408.21,0.58977,1.04543,0.6725,0.86197,0.33611,0.22345,0.19763,0.16671,0.33487,0.22189,0.19286,0.15324,1.07364,2.23026,2.86124,1.11677,6.14857e-05,6.14857e-05,6.14857e-05
118,1420.21,0.61442,1.17216,0.70594,0.87605,0.3484,0.20127,0.19488,0.16497,0.3468,0.1994,0.19111,0.15385,1.06351,2.17654,2.83396,1.10027,6.02756e-05,6.02756e-05,6.02756e-05
119,1432.26,0.62851,1.12765,0.72039,0.88325,0.4278,0.20338,0.19762,0.16752,0.42544,0.20207,0.19533,0.1567,1.06092,2.1793,2.80639,1.10743,5.90708e-05,5.90708e-05,5.90708e-05
120,1444.4,0.61904,1.1593,0.71962,0.87456,0.3448,0.23602,0.19841,0.16795,0.34201,0.23329,0.19518,0.15585,1.05942,2.17648,2.80329,1.11162,5.78715e-05,5.78715e-05,5.78715e-05
121,1456.37,0.61494,1.17489,0.71559,0.87553,0.38424,0.24509,0.20362,0.17324,0.38288,0.2442,0.20122,0.15843,1.06023,2.14496,2.82737,1.11005,5.66779e-05,5.66779e-05,5.66779e-05
122,1468.31,0.61476,1.12628,0.70647,0.86397,0.46731,0.20269,0.21224,0.17629,0.46722,0.20257,0.20978,0.16454,1.06658,2.1812,2.84048,1.11311,5.54904e-05,5.54904e-05,5.54904e-05
123,1480.3,0.61972,1.1289,0.7071,0.87421,0.41458,0.22349,0.21726,0.18033,0.43863,0.20437,0.21512,0.16881,1.06047,2.18466,2.80481,1.10785,5.43093e-05,5.43093e-05,5.43093e-05
124,1492.19,0.61048,1.13745,0.69393,0.86891,0.33059,0.2561,0.21199,0.18138,0.46035,0.19824,0.21001,0.16654,1.06291,2.17163,2.79655,1.11201,5.31348e-05,5.31348e-05,5.31348e-05
125,1504.06,0.58235,1.05094,0.67496,0.87118,0.38212,0.24211,0.22099,0.18859,0.38203,0.23998,0.21855,0.17519,1.05493,2.1683,2.80617,1.10699,5.19673e-05,5.19673e-05,5.19673e-05
126,1516.08,0.59436,1.12496,0.66834,0.86734,0.39855,0.23864,0.21932,0.18039,0.39827,0.23908,0.21747,0.17184,1.07003,2.17291,2.83945,1.11013,5.0807e-05,5.0807e-05,5.0807e-05
127,1527.92,0.61017,1.1468,0.6969,0.87227,0.3612,0.2424,0.21848,0.17917,0.36074,0.24134,0.21606,0.16986,1.07682,2.17659,2.82841,1.11364,4.96543e-05,4.96543e-05,4.96543e-05
128,1539.86,0.60403,1.14368,0.70381,0.87648,0.38966,0.22599,0.21566,0.17888,0.46542,0.20469,0.21282,0.17049,1.07759,2.16572,2.8388,1.11425,4.85094e-05,4.85094e-05,4.85094e-05
129,1551.82,0.59814,1.10491,0.67622,0.86563,0.4187,0.21347,0.20479,0.17243,0.41355,0.21405,0.20264,0.16286,1.08711,2.17382,2.85117,1.12654,4.73725e-05,4.73725e-05,4.73725e-05
130,1563.78,0.59259,1.12058,0.68096,0.87273,0.36713,0.2296,0.20648,0.17477,0.36793,0.23037,0.20438,0.16416,1.08875,2.16419,2.85146,1.12778,4.6244e-05,4.6244e-05,4.6244e-05
131,1575.66,0.59491,1.09628,0.67963,0.8685,0.39984,0.21203,0.20431,0.17311,0.40087,0.2134,0.2024,0.16032,1.07439,2.18173,2.85651,1.11287,4.51242e-05,4.51242e-05,4.51242e-05
132,1587.63,0.58738,1.09849,0.66616,0.87447,0.37118,0.22153,0.20184,0.17218,0.37081,0.22221,0.20021,0.15963,1.07984,2.15949,2.82666,1.12425,4.40133e-05,4.40133e-05,4.40133e-05
133,1599.61,0.62365,1.13976,0.68912,0.87437,0.31521,0.23244,0.2024,0.16837,0.31524,0.23163,0.20083,0.15684,1.06739,2.16618,2.82165,1.11133,4.29116e-05,4.29116e-05,4.29116e-05
134,1611.56,0.63928,1.16144,0.72211,0.87347,0.27832,0.24809,0.20214,0.17387,0.27771,0.24846,0.20062,0.15966,1.06945,2.18743,2.92599,1.11348,4.18194e-05,4.18194e-05,4.18194e-05
135,1623.59,0.58743,1.11116,0.6663,0.86533,0.31472,0.25047,0.20068,0.17269,0.31703,0.25116,0.1983,0.15747,1.06822,2.18235,2.87246,1.1137,4.07369e-05,4.07369e-05,4.07369e-05
136,1635.58,0.62476,1.15105,0.69878,0.8795,0.3952,0.22217,0.20009,0.16957,0.39734,0.22355,0.1986,0.1581,1.07443,2.14642,2.84832,1.12113,3.96645e-05,3.96645e-05,3.96645e-05
137,1647.57,0.60547,1.12262,0.69123,0.87197,0.4255,0.18509,0.20342,0.17067,0.42552,0.18778,0.20139,0.15729,1.06261,2.15846,2.83472,1.11659,3.86023e-05,3.86023e-05,3.86023e-05
138,1659.66,0.60932,1.18307,0.7048,0.86998,0.33439,0.21988,0.19898,0.16217,0.35937,0.21935,0.19709,0.15229,1.05984,2.18486,2.82954,1.10619,3.75506e-05,3.75506e-05,3.75506e-05
139,1671.64,0.58944,1.09208,0.66907,0.86374,0.36538,0.2159,0.19861,0.16428,0.36639,0.21572,0.19735,0.15662,1.06331,2.18644,2.81477,1.10975,3.65098e-05,3.65098e-05,3.65098e-05
140,1683.69,0.59759,1.11834,0.67999,0.87246,0.43866,0.19281,0.20039,0.1665,0.43633,0.19358,0.19995,0.15778,1.0704,2.18606,2.85986,1.10938,3.548e-05,3.548e-05,3.548e-05
141,1695.84,0.59937,1.13216,0.68047,0.87559,0.45763,0.19226,0.20326,0.16741,0.45488,0.19062,0.20174,0.15984,1.06936,2.20684,2.87373,1.10694,3.44615e-05,3.44615e-05,3.44615e-05
142,1707.72,0.59541,1.05569,0.70144,0.86578,0.38007,0.22581,0.20438,0.1685,0.38223,0.22602,0.2043,0.1612,1.0685,2.19668,2.85554,1.10831,3.34545e-05,3.34545e-05,3.34545e-05
143,1719.71,0.59018,1.10089,0.66288,0.86575,0.51411,0.1779,0.2052,0.16898,0.51077,0.17778,0.20427,0.16265,1.07473,2.17567,2.83037,1.11632,3.24594e-05,3.24594e-05,3.24594e-05
144,1731.76,0.60156,1.1191,0.67551,0.86719,0.46465,0.18721,0.20198,0.1668,0.46265,0.18686,0.20004,0.1574,1.06306,2.16519,2.81954,1.11121,3.14763e-05,3.14763e-05,3.14763e-05
145,1743.56,0.60231,1.11894,0.66221,0.86248,0.47351,0.1819,0.20136,0.16546,0.4716,0.18178,0.20031,0.15636,1.06007,2.15125,2.81682,1.10593,3.05055e-05,3.05055e-05,3.05055e-05
146,1755.43,0.58103,1.06455,0.64588,0.86018,0.42447,0.20701,0.19671,0.16117,0.4212,0.20653,0.19528,0.15276,1.06938,2.15695,2.85449,1.11211,2.95472e-05,2.95472e-05,2.95472e-05
147,1767.51,0.58871,1.07624,0.66748,0.86993,0.38256,0.20059,0.18964,0.15494,0.37815,0.20147,0.18827,0.15034,1.07072,2.14458,2.83992,1.11545,2.86018e-05,2.86018e-05,2.86018e-05
148,1779.49,0.58834,1.10339,0.65189,0.86421,0.41432,0.19935,0.19056,0.15606,0.41247,0.19804,0.18834,0.14794,1.06723,2.17718,2.86093,1.11199,2.76693e-05,2.76693e-05,2.76693e-05
149,1791.38,0.5851,1.09332,0.66155,0.87025,0.40029,0.19368,0.19117,0.15642,0.39699,0.19321,0.18805,0.14711,1.05867,2.17452,2.87137,1.09946,2.675e-05,2.675e-05,2.675e-05
150,1803.19,0.59565,1.11274,0.67351,0.87754,0.41149,0.19547,0.19271,0.15746,0.41312,0.19046,0.18881,0.14935,1.05978,2.16458,2.8391,1.10257,2.58442e-05,2.58442e-05,2.58442e-05
151,1815.26,0.58567,1.07361,0.64836,0.86232,0.39323,0.20105,0.19809,0.16363,0.39154,0.20112,0.19629,0.15615,1.06333,2.17448,2.84627,1.10816,2.49521e-05,2.49521e-05,2.49521e-05
152,1827.1,0.60733,1.11261,0.68297,0.86744,0.41714,0.19819,0.19901,0.16466,0.36393,0.22749,0.19769,0.15642,1.06561,2.16018,2.84808,1.10685,2.40739e-05,2.40739e-05,2.40739e-05
153,1839.05,0.57948,1.05707,0.64344,0.86533,0.41966,0.20077,0.19632,0.16217,0.41665,0.20134,0.19507,0.15657,1.06182,2.15071,2.83962,1.10264,2.32098e-05,2.32098e-05,2.32098e-05
154,1851,0.56628,1.05875,0.62466,0.85758,0.42916,0.20198,0.19427,0.16023,0.42268,0.20289,0.1934,0.15716,1.05864,2.14663,2.85504,1.10122,2.23601e-05,2.23601e-05,2.23601e-05
155,1862.96,0.58036,1.055,0.63512,0.86341,0.46713,0.17636,0.19962,0.1655,0.40372,0.2083,0.19898,0.16157,1.06466,2.13816,2.87591,1.1094,2.15249e-05,2.15249e-05,2.15249e-05
156,1874.77,0.57017,1.07515,0.62773,0.86098,0.37802,0.21312,0.19763,0.1642,0.37689,0.21784,0.19674,0.15742,1.06563,2.13965,2.87566,1.1063,2.07044e-05,2.07044e-05,2.07044e-05
157,1886.65,0.59046,1.09567,0.66607,0.86762,0.38358,0.21687,0.19346,0.16005,0.38357,0.21735,0.19221,0.15378,1.06174,2.16255,2.87457,1.10335,1.98989e-05,1.98989e-05,1.98989e-05
158,1898.6,0.57609,1.08044,0.66473,0.86354,0.36666,0.2188,0.19428,0.16122,0.36817,0.22108,0.19394,0.15415,1.06767,2.15176,2.84959,1.10899,1.91086e-05,1.91086e-05,1.91086e-05
159,1910.45,0.55996,1.05491,0.62237,0.85841,0.38241,0.20284,0.19446,0.161,0.36907,0.21397,0.19399,0.1532,1.0702,2.15305,2.8535,1.10878,1.83336e-05,1.83336e-05,1.83336e-05
160,1922.48,0.57007,1.03944,0.66476,0.85805,0.36411,0.22761,0.19736,0.16418,0.36482,0.2313,0.19699,0.15564,1.0691,2.15404,2.83103,1.1073,1.75741e-05,1.75741e-05,1.75741e-05
161,1934.51,0.59391,1.14025,0.66708,0.8704,0.36855,0.22839,0.19667,0.16301,0.36969,0.23137,0.19601,0.15508,1.06839,2.15586,2.83584,1.10921,1.68304e-05,1.68304e-05,1.68304e-05
162,1946.52,0.60003,1.16306,0.66974,0.87789,0.37414,0.22435,0.19608,0.16261,0.36852,0.22483,0.19466,0.15341,1.06542,2.15039,2.81964,1.10988,1.61026e-05,1.61026e-05,1.61026e-05
163,1958.52,0.56987,1.08022,0.63673,0.86724,0.36029,0.22465,0.19773,0.16368,0.35731,0.22607,0.19564,0.15715,1.06239,2.14501,2.831,1.10906,1.53908e-05,1.53908e-05,1.53908e-05
164,1970.3,0.59073,1.13298,0.68487,0.86983,0.36717,0.20324,0.19479,0.16121,0.36372,0.20411,0.1936,0.15342,1.06288,2.15374,2.85115,1.10547,1.46953e-05,1.46953e-05,1.46953e-05
165,1982.26,0.58859,1.04961,0.63535,0.86282,0.40193,0.20451,0.19355,0.16023,0.39976,0.20435,0.19178,0.15222,1.06327,2.1577,2.8538,1.10637,1.40163e-05,1.40163e-05,1.40163e-05
166,1994.07,0.57997,1.07898,0.65444,0.86184,0.36957,0.22874,0.19493,0.16139,0.36696,0.23261,0.1938,0.15357,1.06355,2.14828,2.83769,1.10711,1.33538e-05,1.33538e-05,1.33538e-05
167,2005.91,0.57575,1.11664,0.64217,0.86159,0.36753,0.22377,0.1951,0.16589,0.36687,0.2292,0.19394,0.15618,1.05986,2.14567,2.8321,1.10585,1.27082e-05,1.27082e-05,1.27082e-05
168,2017.89,0.57411,1.1047,0.63164,0.86176,0.36733,0.21321,0.1946,0.16482,0.36482,0.21363,0.19259,0.15506,1.06094,2.13392,2.82064,1.10538,1.20794e-05,1.20794e-05,1.20794e-05
169,2029.79,0.57413,1.04336,0.63328,0.85887,0.3772,0.21124,0.1938,0.16042,0.3739,0.21453,0.19249,0.15123,1.06451,2.14105,2.8303,1.11016,1.14677e-05,1.14677e-05,1.14677e-05
170,2041.76,0.60024,1.12691,0.66771,0.86057,0.38287,0.19389,0.19705,0.16726,0.37997,0.19354,0.19524,0.1568,1.06268,2.15642,2.84755,1.10877,1.08733e-05,1.08733e-05,1.08733e-05
171,2053.62,0.5659,1.05163,0.6321,0.86404,0.37295,0.19974,0.19531,0.16605,0.35184,0.21648,0.19403,0.15497,1.05558,2.14166,2.82522,1.10369,1.02962e-05,1.02962e-05,1.02962e-05
172,2065.51,0.58945,1.07165,0.65322,0.86036,0.3624,0.2181,0.19552,0.16159,0.35866,0.22206,0.19412,0.15333,1.05705,2.13424,2.82582,1.10515,9.73669e-06,9.73669e-06,9.73669e-06
173,2077.6,0.60167,1.09774,0.63369,0.85843,0.32612,0.23181,0.19435,0.1602,0.32518,0.23307,0.1928,0.15343,1.05622,2.14394,2.82274,1.10456,9.19481e-06,9.19481e-06,9.19481e-06
174,2089.69,0.60621,1.10846,0.64613,0.86975,0.33115,0.23886,0.19636,0.16145,0.33001,0.23955,0.19388,0.15389,1.06323,2.14576,2.83269,1.10658,8.67072e-06,8.67072e-06,8.67072e-06
175,2101.81,0.57573,1.07073,0.62868,0.86634,0.35888,0.22478,0.19778,0.16408,0.35696,0.2261,0.19659,0.15626,1.0639,2.14403,2.85323,1.10938,8.16455e-06,8.16455e-06,8.16455e-06
176,2113.78,0.57293,1.06201,0.64473,0.86639,0.36933,0.21931,0.19859,0.16485,0.36664,0.22081,0.19714,0.15689,1.06432,2.14046,2.85471,1.10984,7.67642e-06,7.67642e-06,7.67642e-06
177,2125.72,0.55743,1.04288,0.60876,0.86135,0.35824,0.23819,0.1982,0.16436,0.35546,0.23816,0.19663,0.1563,1.064,2.13477,2.85215,1.10758,7.20646e-06,7.20646e-06,7.20646e-06
178,2137.72,0.56657,1.05363,0.63603,0.86526,0.327,0.23005,0.19931,0.16435,0.32526,0.22976,0.19664,0.15634,1.06591,2.13675,2.85769,1.10886,6.75479e-06,6.75479e-06,6.75479e-06
179,2149.69,0.56647,1.06712,0.63231,0.86642,0.38326,0.21229,0.19989,0.16498,0.37861,0.2117,0.19707,0.15677,1.06416,2.13743,2.85799,1.10741,6.32151e-06,6.32151e-06,6.32151e-06
180,2161.58,0.55434,1.03628,0.61312,0.85608,0.38929,0.19881,0.19956,0.1647,0.38558,0.20273,0.19717,0.15681,1.06309,2.13751,2.8476,1.10721,5.90673e-06,5.90673e-06,5.90673e-06
181,2173.62,0.56188,1.04927,0.60378,0.862,0.39163,0.19803,0.19921,0.16445,0.38644,0.19831,0.1968,0.15659,1.05877,2.13873,2.83861,1.10371,5.51055e-06,5.51055e-06,5.51055e-06
182,2185.9,0.58555,1.0891,0.65541,0.86415,0.35377,0.24004,0.19996,0.16926,0.35126,0.23993,0.19677,0.15935,1.06139,2.13996,2.84049,1.10408,5.13308e-06,5.13308e-06,5.13308e-06
183,2197.88,0.57865,1.08477,0.63318,0.86447,0.32761,0.24284,0.20031,0.16927,0.32703,0.24309,0.19757,0.15946,1.05617,2.14182,2.82784,1.1024,4.77439e-06,4.77439e-06,4.77439e-06
184,2209.86,0.57541,1.07817,0.65129,0.86799,0.34883,0.24368,0.19943,0.16404,0.3486,0.24393,0.19695,0.15727,1.05518,2.14725,2.82553,1.10281,4.4346e-06,4.4346e-06,4.4346e-06
185,2221.75,0.57576,1.11463,0.64632,0.87092,0.35466,0.23515,0.1989,0.16424,0.3534,0.23715,0.197,0.15751,1.05424,2.14551,2.82432,1.10103,4.11376e-06,4.11376e-06,4.11376e-06
186,2233.67,0.57472,1.07197,0.65274,0.86622,0.36408,0.22692,0.19856,0.16395,0.36057,0.23508,0.19671,0.1569,1.05721,2.14613,2.82571,1.1019,3.81198e-06,3.81198e-06,3.81198e-06
187,2245.73,0.57933,1.08665,0.63603,0.85832,0.35832,0.23978,0.19869,0.16815,0.35689,0.24056,0.19679,0.159,1.05567,2.14144,2.82746,1.10078,3.52931e-06,3.52931e-06,3.52931e-06
188,2257.58,0.58322,1.07787,0.65199,0.86417,0.35843,0.23344,0.19795,0.16345,0.35553,0.23902,0.1961,0.15607,1.05572,2.14759,2.82464,1.10043,3.26584e-06,3.26584e-06,3.26584e-06
189,2269.52,0.57696,1.0834,0.6408,0.86131,0.34904,0.23868,0.19801,0.16341,0.34846,0.23979,0.19627,0.15653,1.05624,2.1464,2.81359,1.10176,3.02162e-06,3.02162e-06,3.02162e-06
190,2281.42,0.56496,1.05542,0.62593,0.86713,0.36269,0.23416,0.19924,0.16895,0.36082,0.23629,0.19761,0.15995,1.05736,2.14343,2.81849,1.10201,2.79671e-06,2.79671e-06,2.79671e-06
191,2295.49,0.45188,0.79884,0.37347,0.80729,0.39666,0.22051,0.19873,0.1636,0.39433,0.22099,0.19736,0.15632,1.06684,2.15419,2.81321,1.10695,2.59118e-06,2.59118e-06,2.59118e-06
192,2306.75,0.46801,0.83609,0.38104,0.80923,0.41779,0.20405,0.20042,0.1661,0.41176,0.20341,0.1992,0.15924,1.06955,2.16615,2.82041,1.10816,2.40506e-06,2.40506e-06,2.40506e-06
193,2317.87,0.45951,0.8027,0.36315,0.81327,0.48876,0.19689,0.20687,0.17233,0.48197,0.19604,0.20562,0.16557,1.07394,2.17854,2.83885,1.11231,2.23842e-06,2.23842e-06,2.23842e-06
194,2329.07,0.45985,0.81352,0.36543,0.8053,0.41275,0.21856,0.20732,0.17307,0.40811,0.21826,0.20581,0.16381,1.07035,2.1738,2.85081,1.11073,2.09128e-06,2.09128e-06,2.09128e-06
195,2340.3,0.45638,0.82369,0.36004,0.81177,0.41177,0.21784,0.20247,0.16798,0.4072,0.21771,0.20102,0.16073,1.07078,2.17464,2.86222,1.11007,1.96369e-06,1.96369e-06,1.96369e-06
196,2351.48,0.45498,0.81591,0.3548,0.81176,0.41057,0.21895,0.2075,0.17297,0.40551,0.21903,0.20602,0.16552,1.07071,2.17486,2.86036,1.10847,1.85567e-06,1.85567e-06,1.85567e-06
197,2362.66,0.45055,0.78614,0.35008,0.81377,0.41631,0.21068,0.20256,0.16797,0.40712,0.21413,0.20079,0.16061,1.06835,2.17612,2.86443,1.1078,1.76726e-06,1.76726e-06,1.76726e-06
198,2373.82,0.46921,0.85218,0.3733,0.81875,0.40906,0.21987,0.20882,0.17418,0.40543,0.2211,0.20721,0.16673,1.06769,2.17606,2.8761,1.10751,1.69847e-06,1.69847e-06,1.69847e-06
199,2384.98,0.45129,0.80428,0.35317,0.8082,0.41259,0.21664,0.20255,0.16822,0.4083,0.21745,0.2007,0.16073,1.06791,2.17626,2.88036,1.10811,1.64932e-06,1.64932e-06,1.64932e-06
200,2396.32,0.45567,0.79152,0.34724,0.80383,0.41054,0.21739,0.20351,0.16896,0.40442,0.21774,0.20127,0.1613,1.06689,2.1741,2.88363,1.10696,1.61983e-06,1.61983e-06,1.61983e-06
